,location,total_sqft,bath,price,bhk,encoded_loc
8301,Brookefield,1589.0,3,74.0,3,51
8302,Yelahanka New Town,1426.0,2,61.5,3,227
8303,Green Glen Layout,1885.0,3,135.0,3,83
8304,Old Madras Road,935.0,2,37.77,2,177
8305,Old Madras Road,1171.0,2,73.0,2,177
8306,Singasandra,1465.0,2,60.0,2,201
8307,Budigere,1820.0,3,95.0,3,52
8308,Raja Rajeshwari Nagar,1580.0,2,66.85,3,184
8309,Whitefield,1452.0,2,46.29,3,224
8310,Hennur Road,1445.0,2,89.56,3,96
8311,others,1170.0,2,39.0,2,230
8312,others,1070.0,2,50.0,2,230
8313,Rachenahalli,2600.0,3,160.0,3,183
8314,others,1532.0,3,59.75,3,230
8315,others,1150.0,2,46.0,2,230
8316,Jakkur,1473.0,2,85.0,2,110
8317,Kathriguppe,1350.0,3,80.99,3,132
8318,Hoodi,1660.0,3,128.0,3,97
8319,Chamrajpet,650.0,2,45.0,2,54
8320,others,1495.0,3,90.0,3,230
8321,R.T. Nagar,1080.0,2,48.0,2,182
8322,Electronic City,1521.0,2,57.5,3,74
8323,others,1053.0,2,51.0,2,230
8324,others,1250.0,3,39.0,3,230
8325,others,1200.0,2,75.0,4,230
8326,Uttarahalli,1000.0,2,39.5,2,216
8327,Bannerghatta Road,1630.0,3,68.0,3,34
8328,Kammasandra,985.0,2,40.5,2,125
8329,BTM 2nd Stage,1200.0,2,70.0,2,22
8330,Ambalipura,1650.0,3,100.0,3,12
8331,Mico Layout,1670.0,3,59.0,3,163
8332,others,1000.0,2,60.0,2,230
8333,others,830.0,2,26.0,2,230
8334,Ramagondanahalli,1200.0,3,56.1,3,187
8335,Nagarbhavi,1635.0,3,85.0,3,169
8336,HSR Layout,1120.0,2,70.0,2,89
8337,Harlur,2137.0,3,110.0,3,91
8338,Hennur Road,973.0,2,50.74,2,96
8339,Electronic City,750.0,1,35.0,1,74
8340,Kambipura,883.0,2,49.0,2,123
8341,Ramagondanahalli,2787.0,5,220.0,4,187
8342,others,1470.0,2,60.0,3,230
8343,others,1275.0,2,76.0,2,230
8344,Kothanur,1787.0,3,120.0,3,146
8345,8th Phase JP Nagar,1730.0,5,75.0,5,7
8346,Yeshwanthpur,1692.0,3,108.0,3,229
8347,Bannerghatta Road,1400.0,3,69.0,3,34
8348,Whitefield,1370.0,2,56.0,2,224
8349,others,1602.0,3,56.0,3,230
8350,others,793.0,1,40.0,1,230
8351,GM Palaya,675.0,1,35.0,1,78
8352,Chikka Tirupathi,3250.0,4,136.0,4,57
8353,Whitefield,1050.0,2,43.0,2,224
8354,Jalahalli East,1035.0,2,42.5,2,112
8355,Sarjapur  Road,1200.0,2,44.0,3,194
8356,Sarjapur  Road,1800.0,3,128.0,3,194
8357,Green Glen Layout,1625.0,3,70.0,3,83
8358,Electronics City Phase 1,1032.0,2,31.99,2,76
8359,Whitefield,1496.0,2,71.81,3,224
8360,others,1100.0,2,38.0,2,230
8361,Kundalahalli,1500.0,3,50.0,3,150
8362,Electronic City Phase II,1125.0,2,32.63,2,75
8363,others,1555.0,3,73.0,3,230
8364,Amruthahalli,1025.0,2,42.0,2,14
8365,others,1630.0,2,130.0,3,230
8366,Arekere,900.0,2,44.5,2,20
8367,Yelahanka,1355.0,2,75.0,3,226
8368,Akshaya Nagar,1200.0,2,45.0,2,11
8369,others,1563.0,3,63.0,3,230
8370,others,1344.0,4,84.0,4,230
8371,5th Phase JP Nagar,812.0,2,42.0,2,4
8372,Basaveshwara Nagar,1200.0,2,70.0,2,36
8373,Yelahanka,3175.0,4,156.0,4,226
8374,Marathahalli,1360.0,2,101.0,2,161
8375,Rachenahalli,1756.0,3,110.0,3,183
8376,8th Phase JP Nagar,1296.0,2,51.83,3,7
8377,Anandapura,1141.0,2,50.0,2,15
8378,Electronic City,1210.0,2,55.0,2,74
8379,Hormavu,1310.0,2,67.0,2,100
8380,Magadi Road,1713.0,2,55.195,3,155
8381,Gubbalala,1745.0,3,140.0,3,84
8382,Raja Rajeshwari Nagar,1050.0,2,37.0,2,184
8383,Electronic City Phase II,1140.0,2,34.0,2,75
8384,Varthur,1210.0,2,54.0,2,217
8385,Kasavanhalli,2035.0,3,142.0,3,130
8386,Amruthahalli,485.0,1,19.5,1,14
8387,others,1200.0,2,82.0,2,230
8388,Sarjapur  Road,2275.0,4,187.0,3,194
8389,others,1419.0,3,85.0,3,230
8390,others,1195.0,2,42.4,2,230
8391,Thanisandra,1884.0,4,117.0,3,209
8392,Bannerghatta Road,905.0,2,58.0,2,34
8393,JP Nagar,1500.0,2,108.0,3,109
8394,others,850.0,1,50.0,1,230
8395,Tindlu,1165.0,2,59.8,2,213
8396,others,933.0,2,55.0,2,230
8397,Hennur Road,1305.0,2,77.0,3,96
8398,Billekahalli,1125.0,2,65.0,2,44
8399,others,865.0,2,33.0,2,230
8400,Jigani,1245.0,3,66.0,3,113
8401,Kalyan nagar,8840.0,2,300.0,2,122
8402,others,1145.0,2,60.0,3,230
8403,AECS Layout,2000.0,3,90.0,3,9
8404,Hosa Road,625.0,1,43.68,1,101
8405,Kundalahalli,1724.0,3,128.0,3,150
8406,Sarjapur  Road,1270.0,2,54.0,3,194
8407,others,1250.0,3,39.5,3,230
8408,Jakkur,1485.0,3,72.0,3,110
8409,7th Phase JP Nagar,990.0,2,50.0,2,6
8410,Kadubeesanahalli,1140.0,2,78.0,2,116
8411,Yelahanka,1756.0,3,125.0,3,226
8412,others,1025.0,2,48.0,2,230
8413,Whitefield,1216.0,2,72.0,2,224
8414,Sarjapur  Road,1026.0,2,60.8,2,194
8415,Kodichikkanahalli,2700.0,4,125.0,5,138
8416,Begur,1411.0,2,60.0,3,38
8417,Kanakpura Road,1320.0,2,39.6,3,127
8418,Bannerghatta,1320.0,2,50.0,2,33
8419,Hebbal,2375.0,4,189.0,4,92
8420,others,1750.0,3,120.0,3,230
8421,TC Palaya,1152.0,2,55.0,2,207
8422,Thanisandra,965.0,2,54.0,2,209
8423,Lingadheeranahalli,1684.0,3,120.0,3,154
8424,Hennur Road,1672.0,3,86.0,3,96
8425,Panathur,1075.0,2,60.0,2,180
8426,Hebbal,1420.0,2,99.26,2,92
8427,others,750.0,2,40.0,2,230
8428,Yeshwanthpur,1169.0,2,64.08,2,229
8429,Devanahalli,1290.0,2,62.0,3,65
8430,Kengeri,1160.0,2,40.6,2,135
8431,Mysore Road,1500.0,3,70.0,3,166
8432,others,1300.0,3,46.0,3,230
8433,others,2150.0,3,170.0,3,230
8434,Kadugodi,1875.0,2,110.0,3,117
8435,Hulimavu,1260.0,2,82.0,3,105
8436,Kengeri,2500.0,4,100.0,5,135
8437,Begur Road,1241.0,2,64.0,2,39
8438,Sarjapur  Road,1025.0,2,45.5,2,194
8439,Begur,815.0,2,40.0,2,38
8440,Kanakpura Road,2000.0,3,105.0,3,127
8441,others,8500.5,5,300.0,4,230
8442,Sarjapur  Road,1216.0,2,70.0,2,194
8443,Kanakpura Road,1200.0,2,62.0,2,127
8444,Marathahalli,1026.0,2,50.18,2,161
8445,Hulimavu,450.0,1,20.0,1,105
8446,KR Puram,1205.0,2,45.79,2,115
8447,others,1368.0,2,87.0,2,230
8448,Anekal,420.0,1,12.5,1,17
8449,Doddakallasandra,1270.0,2,42.0,2,69
8450,Anekal,614.0,1,28.0,2,17
8451,Margondanahalli,1050.0,2,58.0,2,162
8452,Yelahanka,1408.0,2,58.0,2,226
8453,others,1507.0,3,80.0,3,230
8454,others,1160.0,2,57.0,2,230
8455,others,1200.0,3,70.0,3,230
8456,others,960.0,2,50.0,2,230
8457,NGR Layout,1021.0,2,46.0,2,167
8458,Hegde Nagar,2162.03,4,129.0,3,94
8459,Channasandra,1065.0,2,36.0,2,56
8460,Bannerghatta Road,1465.0,2,75.0,3,34
8461,Marathahalli,1800.0,3,95.0,3,161
8462,others,1175.0,2,83.0,2,230
8463,Sanjay nagar,1050.0,2,59.0,2,191
8464,KR Puram,1827.0,3,97.0,3,115
8465,Thanisandra,1930.0,4,122.0,3,209
8466,Mysore Road,883.0,2,37.0,2,166
8467,Kengeri,550.0,1,16.75,1,135
8468,Kanakapura,1290.0,2,38.69,3,126
8469,Raja Rajeshwari Nagar,1021.0,3,59.0,3,184
8470,Whitefield,1158.0,2,55.0,2,224
8471,Munnekollal,1200.0,2,57.9,3,164
8472,JP Nagar,1520.0,3,125.0,3,109
8473,Thanisandra,1087.0,1,38.46,1,209
8474,EPIP Zone,2710.0,3,177.0,3,73
8475,Kenchenahalli,1150.0,2,57.0,2,134
8476,Yelahanka,1101.0,2,37.0,2,226
8477,Hebbal,1252.0,2,92.0,2,92
8478,Marathahalli,1650.0,3,85.0,3,161
8479,Marathahalli,1270.0,2,80.0,2,161
8480,Tumkur Road,992.0,2,70.0,2,214
8481,others,893.0,2,34.5,2,230
8482,Bisuvanahalli,1075.0,2,41.49,3,46
8483,Electronic City,1190.0,2,42.0,2,74
8484,Sarjapur  Road,1814.0,3,63.0,3,194
8485,others,1400.0,3,98.0,3,230
8486,Murugeshpalya,1344.0,2,56.0,3,165
8487,Kanakpura Road,1843.0,3,95.0,3,127
8488,others,1495.0,2,70.0,3,230
8489,Whitefield,1396.0,3,74.0,3,224
8490,Garudachar Palya,1610.0,2,119.0,3,79
8491,Tindlu,1050.0,2,55.0,2,213
8492,others,1410.0,2,43.71,3,230
8493,Ramamurthy Nagar,1050.0,2,37.8,2,188
8494,Kumaraswami Layout,1310.0,2,85.0,3,149
8495,Yelahanka,1104.0,2,58.0,2,226
8496,Hennur Road,1165.0,2,67.0,2,96
8497,Hormavu,1310.0,2,60.0,2,100
8498,others,1052.0,2,52.0,2,230
8499,others,1000.0,2,45.0,2,230
8500,Electronic City,1150.0,2,38.08,2,74
8501,Thanisandra,2019.0,3,70.67,3,209
8502,Varthur,986.0,2,31.0,2,217
8503,Akshaya Nagar,1893.0,4,95.0,3,11
8504,Gollarapalya Hosahalli,1318.0,3,56.0,3,81
8505,Yelahanka,1325.0,2,58.0,3,226
8506,Kereguddadahalli,800.0,2,33.0,2,137
8507,others,1300.0,3,42.25,3,230
8508,others,1300.0,2,60.0,3,230
8509,Ulsoor,2500.0,4,170.0,4,215
8510,Bellandur,1665.0,3,85.0,3,40
8511,Subramanyapura,1800.0,3,80.0,3,205
8512,Harlur,1197.0,2,75.0,2,91
8513,others,1050.0,2,45.0,2,230
8514,Thanisandra,1241.0,2,68.0,3,209
8515,others,1567.0,2,62.0,3,230
8516,Kasavanhalli,1747.0,3,110.0,3,130
8517,Ramagondanahalli,1475.0,2,55.0,3,187
8518,Hennur Road,980.0,2,51.0,2,96
8519,Dasanapura,966.0,2,58.0,2,63
8520,others,2360.0,3,185.0,4,230
8521,Sarjapur  Road,1112.0,2,62.0,2,194
8522,others,1760.0,3,90.0,3,230
8523,Hennur,1830.0,2,113.0,3,95
8524,Yelahanka,1175.0,2,67.77,2,226
8525,Whitefield,1175.0,2,41.0,2,224
8526,Horamavu Banaswadi,1025.0,2,45.0,2,99
8527,Hennur Road,1232.0,2,80.0,2,96
8528,5th Phase JP Nagar,1010.0,2,57.0,2,4
8529,Sarjapur  Road,1273.0,2,60.0,2,194
8530,Battarahalli,1590.0,2,102.0,2,37
8531,others,1100.0,2,58.5,2,230
8532,Yelahanka,1322.0,2,77.9,2,226
8533,7th Phase JP Nagar,1000.0,1,60.0,1,6
8534,Harlur,1755.0,3,117.0,3,91
8535,Electronic City Phase II,1135.0,2,46.0,2,75
8536,Nagavarapalya,1260.0,2,85.5,2,172
8537,Kanakpura Road,1100.0,2,53.0,3,127
8538,Electronic City Phase II,1305.0,3,65.0,3,75
8539,others,1236.0,2,50.0,2,230
8540,Uttarahalli,1125.0,1,45.0,2,216
8541,KR Puram,1075.0,2,32.25,2,115
8542,Kadugodi,1150.0,2,42.0,2,117
8543,Hennur Road,1085.0,2,43.4,2,96
8544,Thanisandra,1930.0,4,120.0,3,209
8545,others,800.0,1,45.0,2,230
8546,Kumaraswami Layout,2450.0,3,110.0,4,149
8547,Bannerghatta Road,1920.0,3,122.0,3,34
8548,Kothannur,1085.0,2,34.2,2,145
8549,Thanisandra,760.0,1,50.4,1,209
8550,Sahakara Nagar,1201.0,2,80.0,2,190
8551,Electronic City,1615.0,3,97.0,3,74
8552,HSR Layout,1289.0,2,70.0,2,89
8553,Kasavanhalli,1377.0,2,80.0,2,130
8554,Thanisandra,663.0,1,32.82,1,209
8555,Electronic City,1165.0,2,33.65,2,74
8556,Thanisandra,1260.0,2,45.5,2,209
8557,others,1095.0,2,39.0,2,230
8558,others,1050.0,2,65.0,2,230
8559,Seegehalli,1176.0,2,50.0,2,198
8560,Whitefield,1315.0,2,55.0,2,224
8561,NRI Layout,2400.0,2,125.0,2,168
8562,Uttarahalli,1308.0,2,53.0,3,216
8563,Thanisandra,3671.0,4,220.0,4,209
8564,Hoodi,2144.0,3,140.0,3,97
8565,Hoskote,1065.0,2,33.75,2,103
8566,Balagere,1205.0,2,67.0,2,25
8567,Uttarahalli,1160.0,2,40.58,2,216
8568,others,1200.0,3,56.53,3,230
8569,others,1681.0,3,69.0,3,230
8570,Bommasandra Industrial Area,1130.0,2,32.64,2,49
8571,Kanakpura Road,1843.0,3,90.0,3,127
8572,Bommasandra Industrial Area,1065.0,2,30.75,2,49
8573,Thubarahalli,1885.0,3,85.52,3,211
8574,R.T. Nagar,1500.0,2,45.0,2,182
8575,Panathur,1210.0,2,69.0,2,180
8576,TC Palaya,1126.0,2,39.4,2,207
8577,Rayasandra,1357.0,2,59.0,3,189
8578,Whitefield,1451.0,2,46.4,3,224
8579,Hennur Road,950.0,2,55.0,2,96
8580,Bellandur,960.0,2,48.0,2,40
8581,Kaggalipura,2200.0,4,150.0,3,119
8582,Kanakpura Road,900.0,2,46.29,2,127
8583,others,1080.0,2,38.0,2,230
8584,Hosa Road,1708.0,3,64.05,4,101
8585,Bellandur,1690.0,2,116.0,3,40
8586,others,2100.0,3,145.0,5,230
8587,others,1269.0,2,97.0,2,230
8588,Haralur Road,1890.0,3,84.0,3,90
8589,Electronic City Phase II,1165.0,2,33.64,2,75
8590,BTM Layout,1196.0,2,56.81,2,23
8591,Old Madras Road,1630.0,3,110.0,3,177
8592,Whitefield,1063.0,2,42.52,2,224
8593,others,1025.0,2,39.98,2,230
8594,Chikkabanavar,1067.0,2,38.0,2,58
8595,Kanakpura Road,1299.0,2,89.63,2,127
8596,Panathur,1343.0,2,76.0,2,180
8597,Electronics City Phase 1,1330.0,2,44.0,3,76
8598,Mallasandra,1524.0,2,72.0,3,158
8599,Lingadheeranahalli,2236.0,4,153.0,4,154
8600,Domlur,2955.0,3,235.0,3,71
8601,others,1410.0,2,45.12,3,230
8602,Balagere,1205.0,2,79.0,2,25
8603,Thyagaraja Nagar,1270.0,2,95.25,3,212
8604,others,1353.0,2,110.0,3,230
8605,others,1200.0,2,68.0,2,230
8606,others,1250.0,2,70.0,3,230
8607,Sarjapur  Road,1157.0,2,69.0,3,194
8608,Kanakapura,1181.0,1,35.475,1,126
8609,Yelahanka,602.0,1,33.0,1,226
8610,Hoodi,1108.0,2,66.46,2,97
8611,Thyagaraja Nagar,1040.0,2,68.0,2,212
8612,Sarjapur,1451.0,2,87.0,2,193
8613,Kanakpura Road,850.0,1,37.32,1,127
8614,others,900.0,2,40.0,2,230
8615,Kudlu,720.0,1,33.0,1,147
8616,Thanisandra,1573.0,3,115.0,3,209
8617,Banashankari Stage III,2100.0,3,147.0,4,28
8618,Sarjapur  Road,1150.0,2,48.5,2,194
8619,Raja Rajeshwari Nagar,1500.0,3,88.0,3,184
8620,Ramagondanahalli,1125.0,2,75.0,2,187
8621,Hennur,2722.0,3,84.205,3,95
8622,Marathahalli,1100.0,2,50.0,2,161
8623,7th Phase JP Nagar,1590.0,2,51.0,2,6
8624,Banaswadi,1105.0,2,57.0,2,31
8625,Thanisandra,1110.0,2,46.5,2,209
8626,Dasanapura,708.0,1,41.0,1,63
8627,others,1600.0,3,100.0,3,230
8628,Sarjapur  Road,1205.0,2,37.0,2,194
8629,5th Phase JP Nagar,1450.0,2,73.0,3,4
8630,others,540.0,1,22.0,1,230
8631,Dasarahalli,1200.0,2,42.0,2,64
8632,Kalena Agrahara,1837.0,2,95.0,3,121
8633,Whitefield,1346.0,2,76.01,2,224
8634,Balagere,1012.0,2,68.0,2,25
8635,others,1125.0,2,55.0,2,230
8636,Kaggadasapura,1500.0,2,60.0,3,118
8637,Harlur,1197.0,2,79.9,2,91
8638,BTM 2nd Stage,1100.0,2,47.0,2,22
8639,others,1563.0,2,52.0,3,230
8640,Sarjapur  Road,1600.0,3,120.0,3,194
8641,Green Glen Layout,1715.0,3,120.0,3,83
8642,Bannerghatta Road,2400.0,4,180.0,4,34
8643,Ramagondanahalli,1151.0,2,42.5,2,187
8644,Uttarahalli,1123.0,2,60.0,2,216
8645,Whitefield,1276.0,2,69.5,2,224
8646,Yelahanka,1315.0,2,77.0,2,226
8647,R.T. Nagar,1325.0,2,52.0,2,182
8648,Varthur,1600.0,3,63.2,3,217
8649,Kodichikkanahalli,1299.0,2,58.0,2,138
8650,Varthur,1000.0,1,65.0,2,217
8651,Mallasandra,1100.0,2,76.3,3,158
8652,Yelahanka,1075.0,2,33.53,3,226
8653,Kanakpura Road,1450.0,3,51.0,3,127
8654,Iblur Village,5515.0,6,425.0,5,107
8655,Bellandur,950.0,1,40.0,1,40
8656,others,1013.0,2,60.0,2,230
8657,Hennur Road,1140.0,2,56.0,2,96
8658,Yelahanka,1430.0,3,61.0,3,226
8659,others,1600.0,3,77.0,3,230
8660,others,1190.0,2,48.0,2,230
8661,others,1625.0,3,95.0,3,230
8662,others,1210.0,2,53.0,2,230
8663,Kalena Agrahara,1180.0,2,85.0,2,121
8664,Nagasandra,1500.0,2,91.0,2,170
8665,Bellandur,850.0,2,45.0,2,40
8666,Kothanur,1130.0,2,55.0,2,146
8667,CV Raman Nagar,907.0,2,38.0,2,53
8668,HRBR Layout,1300.0,2,90.0,2,88
8669,Hennur Road,1891.0,3,110.0,3,96
8670,Hennur Road,1735.0,3,78.0,3,96
8671,Bisuvanahalli,1075.0,2,33.0,3,46
8672,others,1590.0,5,75.0,5,230
8673,others,1160.0,2,55.0,2,230
8674,others,930.0,1,55.0,2,230
8675,Devanahalli,1010.0,2,58.0,2,65
8676,Electronic City,1221.0,2,68.0,2,74
8677,Hoodi,1108.0,2,87.48,2,97
8678,Sarjapur  Road,1370.0,2,70.0,2,194
8679,Banashankari Stage V,920.0,2,41.5,2,29
8680,Bhoganhalli,1277.0,2,79.89,2,43
8681,Horamavu Agara,1213.0,2,38.1,2,98
8682,Singasandra,1653.0,3,85.0,3,201
8683,Sarjapur,2400.0,3,140.0,4,193
8684,Electronics City Phase 1,1321.0,2,40.0,3,76
8685,Kanakpura Road,1570.0,3,68.0,3,127
8686,others,1053.0,2,44.0,2,230
8687,others,1325.0,2,56.0,3,230
8688,others,1169.0,2,50.11,2,230
8689,others,1274.0,2,90.0,2,230
8690,Whitefield,1317.0,2,52.0,2,224
8691,Lakshminarayana Pura,1195.0,2,75.0,2,153
8692,Whitefield,4122.0,4,137.0,4,224
8693,Kammasandra,940.0,2,35.0,2,125
8694,Budigere,1820.0,3,95.5,3,52
8695,Kanakpura Road,1450.0,3,53.6,3,127
8696,Whitefield,1615.0,3,96.9,3,224
8697,Nagarbhavi,2200.0,2,99.0,3,169
8698,Subramanyapura,985.0,2,62.5,2,205
8699,Electronics City Phase 1,1116.0,2,33.0,2,76
8700,Kaggadasapura,1105.0,2,39.5,2,118
8701,Whitefield,1220.0,2,55.0,2,224
8702,Hoodi,1400.0,3,74.0,3,97
8703,others,2400.0,3,185.0,4,230
8704,Uttarahalli,1000.0,2,35.0,2,216
8705,Bannerghatta Road,1660.0,3,80.0,3,34
8706,Old Madras Road,1165.0,2,52.0,2,177
8707,Budigere,1153.0,2,56.0,2,52
8708,Bannerghatta Road,1270.0,2,45.0,2,34
8709,others,1070.0,2,38.0,2,230
8710,others,1427.0,2,85.0,3,230
8711,Banashankari Stage III,1420.0,2,95.0,3,28
8712,Kothanur,1600.0,5,130.0,4,146
8713,Bellandur,1454.0,2,90.0,2,40
8714,Whitefield,1116.0,2,48.76,2,224
8715,others,1062.0,2,50.0,2,230
8716,others,700.0,1,25.5,1,230
8717,JP Nagar,1405.0,2,99.0,2,109
8718,Doddathoguru,1100.0,2,50.0,2,70
8719,Chikka Tirupathi,2153.0,4,120.0,3,57
8720,Ulsoor,2135.0,3,170.0,3,215
8721,Pai Layout,1068.0,2,48.0,2,179
8722,Doddathoguru,940.0,2,32.9,2,70
8723,Hosa Road,1063.0,2,32.79,2,101
8724,Brookefield,1382.0,2,84.5,2,51
8725,Harlur,936.0,2,45.0,2,91
8726,KR Puram,1400.0,2,60.0,3,115
8727,Sarjapur  Road,475.0,1,26.0,1,194
8728,others,1450.0,3,65.0,3,230
8729,Kudlu,1162.0,2,52.0,2,147
8730,Hosa Road,1161.0,2,48.75,2,101
8731,Green Glen Layout,1623.29,2,105.0,3,83
8732,Brookefield,1260.0,2,70.0,2,51
8733,Seegehalli,3000.0,4,240.0,3,198
8734,Murugeshpalya,1500.0,2,70.0,3,165
8735,Budigere,1030.0,1,34.545,1,52
8736,Nagarbhavi,1100.0,2,46.2,2,169
8737,Whitefield,1400.0,2,56.0,3,224
8738,Ramagondanahalli,2257.0,3,155.0,3,187
8739,Budigere,1153.0,2,56.5,2,52
8740,Sarjapur  Road,1197.0,2,56.86,2,194
8741,others,1150.0,2,90.0,2,230
8742,others,595.0,1,40.0,1,230
8743,Hoodi,1837.0,3,110.0,3,97
8744,others,3750.0,4,190.0,4,230
8745,Bellandur,1830.0,3,91.86,3,40
8746,Electronic City,970.0,2,35.0,2,74
8747,NRI Layout,2700.0,5,95.75,4,168
8748,others,5480.0,4,400.0,3,230
8749,Vidyaranyapura,2400.0,5,135.0,4,219
8750,Sarjapur  Road,3040.0,4,135.0,4,194
8751,Raja Rajeshwari Nagar,1168.0,2,66.0,2,184
8752,others,1500.0,3,75.0,3,230
8753,others,850.0,2,25.4,2,230
8754,Ramamurthy Nagar,935.0,2,39.0,2,188
8755,Doddaballapur,654.0,1,49.0,1,68
8756,Kaggalipura,950.0,2,60.0,2,119
8757,others,1250.0,3,54.0,3,230
8758,others,1425.0,2,65.0,3,230
8759,Uttarahalli,1165.0,1,42.09,2,216
8760,Kathriguppe,1390.0,2,69.49,3,132
8761,Kalena Agrahara,1510.0,3,78.0,3,121
8762,Thanisandra,1305.0,2,90.0,2,209
8763,Kodigehaali,866.0,2,32.0,2,139
8764,Hulimavu,1231.0,2,84.5,2,105
8765,Sompura,1360.0,2,45.0,3,203
8766,Yeshwanthpur,2500.0,3,138.0,3,229
8767,Whitefield,1140.0,2,55.0,2,224
8768,Whitefield,1295.0,2,64.5,2,224
8769,Hormavu,1020.0,2,45.75,2,100
8770,Old Airport Road,3504.0,4,262.0,4,176
8771,others,1200.0,1,50.0,2,230
8772,Vidyaranyapura,1100.0,2,41.0,2,219
8773,Kothannur,820.0,2,37.0,2,145
8774,Kalena Agrahara,1354.0,2,70.0,2,121
8775,Garudachar Palya,1154.0,2,51.8,2,79
8776,7th Phase JP Nagar,1680.0,2,92.0,3,6
8777,Electronics City Phase 1,1205.0,2,60.0,2,76
8778,Raja Rajeshwari Nagar,1400.0,2,86.0,3,184
8779,Electronic City,1500.0,3,73.0,3,74
8780,Bannerghatta Road,1520.0,2,80.0,3,34
8781,others,1300.0,3,65.0,2,230
8782,others,1150.0,2,47.0,2,230
8783,Kadugodi,1762.0,3,109.0,3,117
8784,Budigere,1153.0,2,58.0,2,52
8785,Sompura,1350.0,2,47.0,3,203
8786,Billekahalli,950.0,2,56.0,2,44
8787,others,1515.0,3,80.5,3,230
8788,others,1250.0,2,65.0,2,230
8789,Yelahanka,1355.0,2,51.5,3,226
8790,others,1115.0,3,39.14,3,230
8791,8th Phase JP Nagar,1275.0,3,45.0,3,7
8792,BTM Layout,1470.0,2,99.0,3,23
8793,others,1550.0,2,70.0,3,230
8794,Bannerghatta Road,1270.0,2,73.0,3,34
8795,Kudlu Gate,1320.0,2,50.0,3,148
8796,others,2505.0,3,165.0,3,230
8797,Whitefield,1200.0,2,70.0,2,224
8798,others,1705.0,2,86.96,3,230
8799,Electronic City,995.0,2,48.0,2,74
8800,Horamavu Banaswadi,1081.0,2,52.0,2,99
8801,Sonnenahalli,605.0,1,30.24,1,204
8802,Yelahanka,567.0,1,25.0,1,226
8803,Banashankari Stage VI,2110.5,2,70.385,3,30
8804,Green Glen Layout,1715.0,3,105.0,3,83
8805,Bannerghatta Road,1846.0,3,120.0,3,34
8806,Whitefield,1015.0,2,56.0,2,224
8807,Thanisandra,1100.0,2,36.0,2,209
8808,Thanisandra,1965.0,4,125.0,3,209
8809,NGR Layout,1021.0,2,45.9,2,167
8810,Haralur Road,1230.0,2,67.65,2,90
8811,Uttarahalli,1260.0,2,55.0,2,216
8812,Lingadheeranahalli,1894.0,4,114.0,3,154
8813,Sector 2 HSR Layout,1231.0,2,66.0,2,196
8814,R.T. Nagar,1800.0,3,120.0,4,182
8815,others,1650.0,3,135.0,3,230
8816,Begur,1443.0,2,70.0,3,38
8817,others,925.0,2,68.0,2,230
8818,others,1190.0,2,46.41,2,230
8819,Uttarahalli,1284.0,2,53.36,2,216
8820,Chikkalasandra,1325.0,2,59.0,2,59
8821,others,1750.0,3,100.0,3,230
8822,others,747.0,1,27.0,1,230
8823,Electronic City,1342.0,2,90.0,2,74
8824,others,1113.0,2,52.0,2,230
8825,others,1738.0,3,110.0,3,230
8826,Brookefield,1206.0,2,90.0,2,51
8827,Hebbal,1162.0,2,59.0,2,92
8828,Uttarahalli,1150.0,2,45.99,2,216
8829,Chikkalasandra,1290.0,2,72.0,2,59
8830,Thubarahalli,3408.0,5,145.0,4,211
8831,Sanjay nagar,1150.0,2,70.0,2,191
8832,Yeshwanthpur,1160.0,2,64.08,2,229
8833,others,900.0,2,27.0,2,230
8834,Lingadheeranahalli,2240.0,4,160.0,4,154
8835,Electronics City Phase 1,891.0,2,26.0,2,76
8836,Ambedkar Nagar,1852.0,3,125.0,3,13
8837,Chandapura,1323.0,2,42.0,3,55
8838,Vittasandra,1404.0,2,67.5,2,223
8839,Dodda Nekkundi,1370.0,2,60.0,2,67
8840,Gollarapalya Hosahalli,1129.0,2,50.0,2,81
8841,Mahalakshmi Layout,1876.0,3,150.0,3,157
8842,others,1720.0,3,95.0,3,230
8843,Jalahalli East,1200.0,4,80.0,4,112
8844,Mysore Road,1175.0,2,86.68,2,166
8845,Hosa Road,1893.0,3,130.0,3,101
8846,Whitefield,1430.0,3,52.0,3,224
8847,others,850.0,2,45.0,2,230
8848,CV Raman Nagar,1392.0,2,110.0,2,53
8849,Kanakpura Road,1938.0,3,105.0,3,127
8850,others,1020.0,2,52.0,2,230
8851,Konanakunte,1423.0,2,85.0,3,143
8852,Jakkur,1432.0,2,85.0,2,110
8853,CV Raman Nagar,1480.0,3,65.0,3,53
8854,Hulimavu,1916.0,2,150.0,3,105
8855,Yelenahalli,1160.0,2,44.08,2,228
8856,Old Madras Road,2640.0,2,170.0,2,177
8857,Bommanahalli,1160.0,2,53.0,2,47
8858,Ramagondanahalli,1500.0,3,100.0,3,187
8859,Electronic City Phase II,1336.0,2,50.35,3,75
8860,Choodasandra,1065.0,2,46.0,2,60
8861,Rachenahalli,1550.0,3,68.5,3,183
8862,others,1005.0,2,40.0,2,230
8863,7th Phase JP Nagar,1430.0,2,102.0,3,6
8864,Hoodi,1660.0,3,125.0,3,97
8865,Hennur Road,1470.0,2,75.0,3,96
8866,Anjanapura,950.0,2,30.0,2,18
8867,Doddathoguru,1382.0,3,65.0,3,70
